"","test.ID_CPTE","predict.xgb.fit..newdata...test_Cat..type....prob...Yes","predict.mann.tune..newdata...test_Cat..type....prob...Yes","predict.glm.fit..newdata...test..type....response..","Stack"
"93",11587925,0.0196081399917603,0.0806250860138292,0.0157707669301321,0.0788903536288155
"94",11614264,0.064791202545166,0.379287192712027,0.0370362791598812,0.100652990002238
"95",11624915,0.522302806377411,0.444054907050023,0.455050259253858,0.404568142635054
"96",11638807,0.14808201789856,0.235979827625038,0.165528989735401,0.134923309745759
"97",11659194,0.264453887939453,0.443674541546608,0.259855527987231,0.207587758330256
"98",11665681,0.421050608158112,0.444096324193718,0.481418183569511,0.346406779589451
"99",11684497,0.0133242011070251,0.116112506511821,0.025765596201699,0.0795183817696491
"100",11686399,0.0810859799385071,0.0544434941600934,0.0339477377245608,0.0932022966161976
"101",11687764,0.0251185894012451,0.0547438538437202,0.038840097678744,0.0813483653583411
"102",11690683,0.00878113508224487,0.0544434941600934,0.0157597275051795,0.0760168328248968
"103",11693467,0.0529592037200928,0.0547329843955437,0.0526089366844261,0.088652288869325
"104",11694955,0.375602245330811,0.336971454633718,0.274523101309387,0.258237571072438
"105",11729879,0.0567684769630432,0.235677152346661,0.0447915073703848,0.0946015693629028
"106",11752561,0.00928652286529541,0.05444584166837,0.00902401096910323,0.0755390649667752
"107",11796740,0.0142133235931396,0.062654542111124,0.0153016269705571,0.0772690102610916
"108",11803485,0.0119841694831848,0.0544436300222875,0.00816873826886507,0.0759894078887736
"109",11815650,0.0142601132392883,0.0544434941600934,0.0154782847322619,0.0770658163874267
"110",11819625,0.043893575668335,0.0584115137949771,0.0393305680428621,0.0854809061566085
"111",11837286,0.139176845550537,0.311478187036862,0.215989740001318,0.142855234930091
"112",11838142,0.0887207388877869,0.0544465643418174,0.090174321928862,0.101074526707782
"113",11853859,0.0650038123130798,0.0886769594672832,0.0913052973747543,0.0965328824846235
"114",11899817,0.474180042743683,0.407265761711931,0.490209252164585,0.379600904849768
"115",11919186,0.829874873161316,0.12316095281258,0.63755336794408,0.637319225358608
"116",11938973,0.00685536861419678,0.0544435172130704,0.00591863404766498,0.0748070114848243
"117",11941222,0.148073434829712,0.275616536692152,0.124709528735367,0.130956343809549
"118",11958724,0.0076441764831543,0.0544434941600934,0.00286502683687305,0.0747003641127769
"119",11958799,0.00742638111114502,0.0544434941600934,0.00601346094271101,0.0749246356619713
"120",12000296,0.0157871246337891,0.0544439497611707,0.0144799070731592,0.0772804148995827
"121",12033356,0.0273553133010864,0.0544437793837909,0.0450529717013278,0.0823755760247421
"122",12058502,0.591148883104324,0.41254192574023,0.688444254837993,0.519240362082341
"123",12148635,0.524142235517502,0.44410132234768,0.604907926048372,0.450563091982768
"124",12158823,0.606041342020035,0.131109820063273,0.395200158104327,0.413534866681567
"125",12176660,0.364801943302155,0.380061811831087,0.183588533309112,0.235175707333667
"126",12193114,0.378359735012054,0.354910121340824,0.261951969238617,0.258100207151065
"127",12209679,0.0301457643508911,0.077015036893933,0.0253788131542739,0.0818109500386267
"128",12222996,0.0301551818847656,0.0626450763843558,0.0206486790012641,0.0809626455445494
"129",12228241,0.133167743682861,0.281988130319497,0.211993211679791,0.138859371657308
"130",12234011,0.00964957475662231,0.0804998740150693,0.0145086953000376,0.0767951920264715
"131",12247846,0.0197107195854187,0.054504260017326,0.0242661501053451,0.0789252653770818
"132",12253907,0.151040732860565,0.391103987567364,0.335449416090043,0.170507767755523
"133",12266352,0.0166466236114502,0.0544438721080058,0.0191944755765229,0.0778627079347119
"134",12268923,0.556306481361389,0.430825339188054,0.425528153684996,0.41740766059776
"135",12280108,0.530091255903244,0.444101164305831,0.68993330143876,0.480483744462091
"136",12296342,0.462145090103149,0.37541291806359,0.413354387603963,0.347321472899969
"137",12327786,0.00932019948959351,0.0544476257380935,0.00737837629755406,0.075405439390337
"138",12357726,0.41884708404541,0.444033924741069,0.503088519120049,0.351022846054279
"139",12406827,0.0169021487236023,0.0544467186487825,0.00893916878993197,0.0770188935730788
"140",12407857,0.00888139009475708,0.0544451529335808,0.00978446957828421,0.0755254732084923
"141",12431442,0.110839366912842,0.213975551538318,0.218984883226773,0.129584612691447
"142",12440207,0.00928837060928345,0.0544434941600934,0.0140892972329331,0.0759723420275836
"143",12443109,0.0182237029075623,0.0544892286933721,0.00845851425347962,0.0772390056954651
"144",12443449,0.0838370323181152,0.0900789157232321,0.0824691700615656,0.100254248470397
"145",12450773,0.0620564222335815,0.381343690170525,0.100723739423539,0.107262373254946
"146",12455317,0.872186362743378,0.374553744966313,0.860287116996759,0.740941803177057
"147",12457247,0.00746184587478638,0.0544434941600934,0.00756702544431299,0.0750630262320706
"148",12504877,0.125120401382446,0.395655641100393,0.213064979368772,0.141667358741469
"149",12507784,0.493888795375824,0.410399584893491,0.540344581585245,0.407528392777884
"150",12509735,0.0109405517578125,0.0786929163146911,0.0238915378738714,0.0778172687656046
"151",12510722,0.273316919803619,0.380466822791844,0.175786504272905,0.191201192337778
"152",12588040,0.133324384689331,0.275868385888975,0.156206907349425,0.130692101145004
"153",12631167,0.115195453166962,0.307621206485753,0.139286288361296,0.124184821067252
"154",12638687,0.140480816364288,0.175277560641903,0.109371693801856,0.122240202527301
"155",12670529,0.264959394931793,0.347642537644505,0.264934360104143,0.202727107549078
"156",12674901,0.531665027141571,0.409411861897583,0.309246337831629,0.365395503189211
"157",12681551,0.0744277834892273,0.0626451362569943,0.112094403850782,0.100200514681046
"158",12691891,0.00737422704696655,0.0544434941600934,0.0066209367846924,0.0749660318194445
"159",12705249,0.0100516080856323,0.162545315300108,0.0166947001675229,0.0793680464073935
"160",12736719,0.434401571750641,0.347309617634825,0.265627678372023,0.289251071286251
"161",12754894,0.0353220701217651,0.0618284780181298,0.0351941271550167,0.0833574618410595
"162",12759649,0.00535064935684204,0.0544435768497114,0.00675925322116357,0.0745897094019255
"163",12768522,0.701788902282715,0.44375700319331,0.46846379014961,0.531763276365439
"164",12794228,0.0268986225128174,0.0626681845743835,0.0136935752838389,0.0796694738387397
"165",12811200,0.049942672252655,0.0544441517296751,0.0347564228784307,0.0862371007062459
"166",12817588,0.0192927718162537,0.0626462517124371,0.00924271526522122,0.0777464144782794
"167",12819536,0.518451690673828,0.444074623542738,0.59359353157602,0.443248017002822
"168",12823008,0.400316298007965,0.279073550182056,0.380345383459836,0.29317432641271
"169",12842952,0.0078887939453125,0.0544435657301044,0.00819214449480201,0.0751982781280866
"170",12843752,0.0705819129943848,0.0631513009403243,0.069809048580499,0.0947401286108419
"171",12853134,0.711849272251129,0.138565125896455,0.749451508136541,0.593695058268539
"172",12855317,0.0781242847442627,0.0616163906780984,0.143349465310654,0.104612193464821
"173",12889996,0.325414776802063,0.444064559531595,0.520872815633111,0.299063314520125
"174",12903198,0.0138603448867798,0.0544434941600934,0.035499110449594,0.0787420002973711
"175",12907643,0.36907684803009,0.341547953144876,0.266003867187251,0.253155776553274
"176",12908200,0.0195434093475342,0.236308460261001,0.0396985139764598,0.0856582237854526
"177",12934767,0.701294124126434,0.452366807937545,0.625996194070973,0.579697571492994
"178",12935527,0.0143823027610779,0.0544435071110893,0.0247635603355941,0.0779003065036978
"179",12970823,0.349827349185944,0.437910396589356,0.322306836674539,0.263292920994676
"180",12991600,0.0207529664039612,0.0544434941600934,0.0385580231317206,0.0804146422055704
"181",13014052,0.029062807559967,0.0544434941600934,4.78002207133353e-05,0.0786587163596581
"182",13020803,0.00987446308135986,0.0544442169127687,0.0125075931286226,0.0759508320377296
"183",13021889,0.0122182369232178,0.0544434941600934,0.0122625261423755,0.0763868332297173
"184",13022651,0.496590912342072,0.416010007514559,0.462668495556578,0.387140134558127
"185",13040161,0.02338045835495,0.0544447951601312,0.0170592399215739,0.0790233590785747
"186",13075249,0.478126049041748,0.130672831954863,0.365570748168643,0.322955633187525
"187",13099118,0.184670805931091,0.290988523986383,0.302703097688589,0.172528903106669
"188",13146590,0.0255560278892517,0.0544643766473031,0.0138262213083621,0.0791755992855395
"189",13155529,0.44423896074295,0.264542488878153,0.200534895463938,0.272203319022576
"190",13168277,0.0210288763046265,0.0544434941600934,0.0253883571891202,0.0792894789260071
"191",13196299,0.00705981254577637,0.0544434941600934,0.00530045311183017,0.0747939925226171
"192",13197340,0.398396790027618,0.131052562963344,0.613883244896973,0.341215399080443
"193",13218979,0.540119737386703,0.368436755036662,0.315579674373273,0.368927592003616
"194",13225642,0.0223457217216492,0.0546193838003736,0.0131084511157188,0.0784703424121666
"195",13250752,0.800741538405418,0.444102216077172,0.74294264243844,0.676273385115536
"196",13277313,0.0221604108810425,0.116267762584607,0.0343973480543526,0.0821248034337563
"197",13277822,0.00928837060928345,0.0544434941600934,0.0136017901352111,0.0759305708037422
"198",13323874,0.179498553276062,0.100719581955717,0.317754271521079,0.162752432287987
"199",13324898,0.498652637004852,0.447863437229786,0.617123789325186,0.437169188813514
"200",13347578,0.0127964615821838,0.0544643869270771,0.00893834979242125,0.0762143218187874
"201",13356471,0.30203253030777,0.431482587553733,0.273388974726664,0.227302049992596
"202",13360829,0.00976765155792236,0.054444818135312,0.0168492789094198,0.0763028266694199
"203",13361843,0.00697481632232666,0.0544435252090031,0.00871017857515884,0.075066211492942
"204",13366911,0.0618696212768555,0.0546520300174298,0.0639659093374915,0.091814832405866
"205",13367909,0.10295182466507,0.345227198511964,0.0854405790923298,0.115229286006415
"206",13386690,0.302355527877808,0.36516923630916,0.223057271243725,0.212487815785699
"207",13424956,0.0181264877319336,0.0760811470417948,0.00767930543446421,0.0777530633039491
"208",13427995,0.90069517493248,0.499493871523058,0.860860249430298,0.764813021194955
"209",13444270,0.0899509787559509,0.346753321291108,0.158575408043874,0.120834259009065
"210",13453327,0.15247654914856,0.344126218773018,0.0580038662288022,0.126189800322376
"211",13475309,0.35488498210907,0.136453029533712,0.500979668795231,0.28613959571285
"212",13496345,0.829881966114044,0.499499672167856,0.677913228515597,0.681277143944606
"213",13503090,0.0332353711128235,0.31582333034427,0.0187532156823992,0.0891150379571568
"214",13555047,0.0256587266921997,0.0547019826490268,0.0135900741627602,0.0791820795458566
"215",13559691,0.390541970729828,0.314393866732046,0.250448749183746,0.25885437531308
"216",13577470,0.00917768478393555,0.0544434941600934,0.0133985523801197,0.0758916466445468
"217",13593130,0.847495153546333,0.444101259422341,0.930627886360186,0.749398842023731
"218",13635632,0.00886648893356323,0.0544434941600934,0.00995314684886961,0.0755369238414654
"219",13670114,0.0723796486854553,0.16552856931529,0.167901412905358,0.109831520885478
"220",13670758,0.296058535575867,0.350229905646303,0.235703616228072,0.211180191729194
"221",13671141,0.290560662746429,0.499496542339098,0.212570621975902,0.213634184773804
"222",13677899,0.293842196464539,0.308339752841674,0.236216855958875,0.207565866644228
"223",13706503,0.517396360635757,0.243344007465552,0.305173217018021,0.340462895614249
"224",13718838,0.412333011627197,0.329396835575672,0.175394291565346,0.254012435242978
"225",13742639,0.0122684836387634,0.0544449395395498,0.0194370613014477,0.0770170396931457
"226",13746059,0.63684070110321,0.381514794257213,0.511160626700198,0.4937766962361
"227",13772493,0.0141968727111816,0.0544435113586861,0.0099895419445493,0.0765781525577643
"228",13778147,0.0181105136871338,0.0544434941600934,0.020331923074003,0.078254600241937
"229",13787120,0.10796195268631,0.291927192593095,0.184064443546397,0.127318686713222
"230",13860005,0.771739944815636,0.441774943413618,0.898748266376616,0.699650154467829
"231",13916008,0.00996071100234985,0.0544434941600934,0.00664889883745737,0.0754670197083155
"232",13918683,0.380067050457001,0.0544434941600934,0.0925084394020715,0.201805042777553
"233",13946000,0.0192365646362305,0.0544437124625792,0.0217549920841789,0.078605745714619
"234",13948731,0.0327685475349426,0.0544479404289915,0.0160319250705585,0.0808446432567002
"235",13950715,0.184320628643036,0.245138876846966,0.236925905517037,0.158831820946926
"236",13950747,0.789080783724785,0.443674814798616,0.614176151640354,0.633441381141567
"237",13974712,0.0159759521484375,0.0544537727335707,0.00881493503787446,0.0768260569718164
"238",13986581,0.134969770908356,0.28359823774603,0.204060409372772,0.138374190376781
"239",13999035,0.32892781496048,0.429213443349708,0.405570621019611,0.271192798508699
"240",14004462,0.272351145744324,0.366908733601534,0.239366980531464,0.202206646699183
"241",14021817,0.0347276329994202,0.308855769984649,0.0167558289970492,0.089032509057486
"242",14023293,0.0681366324424744,0.0544435014310008,0.0654650560524481,0.0934214331002836
"243",14053880,0.0209895372390747,0.0544434941600934,0.00926643165498656,0.0778566158697699
"244",14056676,0.0152198076248169,0.0544434941600934,0.009085059104362,0.0767006289594961
"245",14059552,0.103981196880341,0.390746547974741,0.0754916324511784,0.116092457973351
"246",14071203,0.00958186388015747,0.0544434941600934,0.0259733272392386,0.0770549754302422
"247",14073953,0.00747805833816528,0.0544434941600934,0.00933866535467963,0.0752164582192792
"248",14085121,0.0206682682037354,0.0544438502797571,0.0626728549398321,0.0826010239532985
"249",14099010,0.43777734041214,0.498702652900076,0.432450886304831,0.348185557994183
"250",14103078,0.605345010757446,0.405023129901964,0.444376347899759,0.453990888721573
"251",14140936,0.00643730163574219,0.0544434941600934,0.00845427791473922,0.0749411845297677
"252",14164110,0.0087968111038208,0.0544434941600934,0.0130824981379051,0.0757906187294
"253",14179737,0.38003545999527,0.443752921865061,0.601730619988847,0.35393407190144
"254",14215309,0.246549189090729,0.442725175337863,0.274106204512755,0.202277418177158
"255",14215392,0.886827550828457,0.44410132234768,0.938442637490828,0.770998164369804
"256",14223598,0.01766437292099,0.0544952207069573,0.0132544590616526,0.0775465648515401
"257",14230923,0.885335490107536,0.444101148957222,0.832654992434093,0.746620568589361
"258",14265953,0.0257479548454285,0.0629287706629345,0.0244883689502113,0.0804125471256407
"259",14278214,0.0145636200904846,0.0544434941600934,0.00172314536637074,0.0759388354279952
"260",14314370,0.0212280750274658,0.054519994815336,0.0366076463390961,0.0803381681181609
"261",14324818,0.376793920993805,0.387729638027336,0.399682442906646,0.293328823842238
"262",14355674,0.795673981308937,0.444100212522652,0.970253217607797,0.731091411701422
"263",14387097,0.00914573669433594,0.0544434941600934,0.00897957038318877,0.0755079709187968
"264",14391958,0.840775310993195,0.444101288589275,0.778340154848648,0.709068315525007
"265",14408693,0.735351860523224,0.41044289009206,0.771525646422089,0.640436531725101
"266",14441948,0.0456600785255432,0.0904977064543669,0.0189263557179054,0.0848952204731181
"267",14446708,0.0145334005355835,0.054466499706982,0.0124750422686017,0.0768597891674272
"268",14506439,0.202061951160431,0.244072422388881,0.206780483548921,0.160434894912217
"269",14507742,0.00582444667816162,0.0626452461296899,0.00937005328753751,0.0751226448938821
"270",14522841,0.0485326647758484,0.0767571408922959,0.0467312257100171,0.0877784720657025
"271",14536275,0.0104622840881348,0.0544542015756746,0.00894656480483283,0.0757605396505148
"272",14571094,0.0357730388641357,0.0960239645312581,0.0468183459160424,0.0855816783999548
"273",14609744,0.812913298606873,0.444216318773174,0.759716285085306,0.688036088685398
"274",14610765,0.0156830549240112,0.0544434999076234,0.0155313999856653,0.0773514055056383
"275",14623921,0.113850176334381,0.110412589747253,0.0981682341959914,0.110648280759064
"276",14624657,0.0390808582305908,0.307820819951394,0.0797995789830877,0.0964874811657325
"277",14642958,0.453304886817932,0.444092078058868,0.422734866825932,0.350435156699075
"278",14647790,0.157619059085846,0.308153537682365,0.218072093615883,0.149387022681968
"279",14659824,0.0223008394241333,0.0545042590290235,0.0591768023921951,0.0826222356807156
"280",14664882,0.013053297996521,0.0626471754488325,0.0086712335046022,0.0764662888896476
"281",14670083,0.00753384828567505,0.0544434975048,0.00678096012700308,0.075010268923555
"282",14714805,0.0394845604896545,0.307789964694311,0.0700711794118545,0.0955526329511525
"283",14729797,0.0164827108383179,0.054450903123714,0.0120705997046036,0.0772083564456514
"284",14741404,0.508565723896027,0.433126444795616,0.538598129430907,0.419020620539806
"285",14745382,0.0195949673652649,0.0544446061595981,0.0122621585069622,0.0778417451512103
"286",14763519,0.0339680314064026,0.0544434941600934,0.04885895339957,0.0841288506544711
"287",14776982,0.0165104866027832,0.0544434979958959,0.0477024189284147,0.080370752025974
"288",14787040,0.00971466302871704,0.0544438491861401,0.00780160439365288,0.075517656570463
"289",14788698,0.838528499007225,0.372790913873502,0.873173870628218,0.725644491739313
"290",14795627,0.147027432918549,0.307891564116404,0.154864438489369,0.136338477671138
"291",14798577,0.00740289688110352,0.0544434990105861,0.00877701098222486,0.075154295954138
"292",14839216,0.0144404172897339,0.0544728266045877,0.0125062927585268,0.0768443883548451
"293",14855739,0.00965213775634766,0.0544434941600934,0.0180038674194777,0.0763796110933243
"294",14919350,0.0143964290618896,0.0544442834575635,0.0272404739573485,0.0781206419077592
"295",14939560,0.0171607136726379,0.0544435564600355,0.026633039060281,0.0786203983074028
"296",14966073,0.0171076059341431,0.054443498829563,0.0342247477931629,0.0792836754888248
"297",15011508,0.00759661197662354,0.0544434941600934,0.00463809874992313,0.0748409966161467
"298",15012472,0.0133305788040161,0.0544464119033007,0.00817981900973982,0.0762528568643594
"299",15049774,0.00565528869628906,0.0544451234509479,0.00899883164534337,0.0748371367437204
"300",15067701,0.0139106512069702,0.0544434941600934,0.0129844431622338,0.0767808595561574
"301",15078407,0.0206763744354248,0.162544010984445,0.0348442013371495,0.0832214103276827
"302",15080687,0.313512563705444,0.411953150673459,0.419982031232746,0.264943462250445
"303",15113347,0.0199128389358521,0.268561029831731,0.0117346861584326,0.084062239504811
"304",15144802,0.0125914812088013,0.0544434941600934,0.0230698871068994,0.0773967634255617
"305",15157721,0.0277789831161499,0.0544435079298004,0.0520560357546997,0.0831135886089994
"306",15161671,0.00903099775314331,0.0544434941600934,0.0109293718677992,0.0756520689334738
"307",15175114,0.012083113193512,0.0544439361501806,0.00925964257523627,0.0761022622363032
"308",15188540,0.0104559659957886,0.0544436296195868,0.00769730387589768,0.0756523024389285
"309",15275975,0.0218993425369263,0.0544482024926776,0.0397533513476927,0.0807583002891361
"310",15299465,0.00839400291442871,0.0544434941600934,0.00392932670889008,0.0749341493153951
"311",15306079,0.00868833065032959,0.0544436058156811,0.0136401030360228,0.0758172515430283
"312",15307149,0.0140732526779175,0.0544434941600934,0.0285652596272713,0.0781726121796478
"313",15316382,0.585284322500229,0.412418964006823,0.585249198966798,0.483683754981184
"314",15317201,0.00690191984176636,0.0544434941600934,0.00693697136758443,0.0749020415976441
"315",15335995,0.0175741910934448,0.0626450763843558,0.0260727292100746,0.0788857054566312
"316",15390883,0.318608283996582,0.277121928621277,0.259261165717478,0.221827044045898
"317",15403268,0.0323008894920349,0.0544867482392357,0.0735619535283804,0.0861189644673906
"318",15407632,0.0110783576965332,0.116117772965304,0.0248261119034369,0.0789806675605526
"319",15439727,0.00790274143218994,0.0544435480765947,0.00769326071364149,0.0751586187996869
"320",15452825,0.211573719978333,0.360042055743723,0.382527931130947,0.202798457286305
"321",15458819,0.239769279956818,0.313253417359386,0.215464407140593,0.18050334058803
"322",15459267,0.038695752620697,0.0544434941600934,0.0161331037901882,0.0820829077876755
"323",15493676,0.0372546911239624,0.0544908819689907,0.0420603585318302,0.0841925977123112
"324",15516593,0.810725718736649,0.410429004390086,0.877487365389286,0.714126507829227
"325",15522635,0.259896814823151,0.254843754158062,0.343804953752605,0.210281811350815
"326",15522884,0.037272036075592,0.0567832415656208,0.0147509752505844,0.081727856519766
"327",15527321,0.0706890821456909,0.0553258696993168,0.0724560348340625,0.0947813152518137
"328",15528078,0.0177889466285706,0.0544435456229545,0.0430202770670533,0.0802102843025074
"329",15528272,0.035942018032074,0.149781772197773,0.0266713706605478,0.0853326449845799
"330",15551810,0.0338987112045288,0.0857214828041348,0.0792685734428867,0.0879916066312294
"331",15576366,0.0225553512573242,0.0546493960217472,0.0225155980869113,0.0793481549636213
"332",15584595,0.875243872404099,0.444101294372978,0.944067307096691,0.766511998050165
"333",15608561,0.0212633609771729,0.0544496810884526,0.0171135161330864,0.0786023302534333
"334",15608737,0.256722092628479,0.36411221919506,0.390668821450215,0.22578868010923
"335",15656292,0.545388847589493,0.429039561433233,0.24839787684473,0.358788016148827
"336",15656563,0.0198497772216797,0.0804839161132555,0.0186551493098262,0.0791914347217941
"337",15659120,0.0305302739143372,0.0544530285563135,0.0163981517378171,0.0804180929059383
